[13:02:07.725] Namespace(D_lr=0.0001, base_lr=0.01, batch_size=4, beta=0.3, consistency=0.01, consistency_rampup=40.0, dataset_name='LA', deterministic=1, ema_decay=0.99, exp='vnet', gamma=0.5, gpu='2', labeled_bs=2, labelnum=25, max_iterations=6000, max_samples=123, model='SASSNet', root_path='/data/omnisky/postgraduate/Yb/data_set/LASet/data', seed=1337)
[13:02:10.708] 12 itertations per epoch
[13:02:13.311] iteration 1 : loss : 0.749962, loss_weight: 0.000067, loss_haus: 0.195604, loss_seg: 0.689958, loss_dice: 0.691233
[13:14:36.946] iteration 440 : loss : 0.198327, loss_weight: 0.000110, loss_haus: 0.043199, loss_seg: 0.193018, loss_dice: 0.185290
[13:14:38.596] iteration 441 : loss : 0.117735, loss_weight: 0.000110, loss_haus: 0.042106, loss_seg: 0.131987, loss_dice: 0.105024
[13:14:40.256] iteration 442 : loss : 0.103744, loss_weight: 0.000110, loss_haus: 0.039683, loss_seg: 0.106577, loss_dice: 0.091761
[13:14:41.859] iteration 443 : loss : 0.131329, loss_weight: 0.000110, loss_haus: 0.033224, loss_seg: 0.118497, loss_dice: 0.121287
[13:14:43.496] iteration 444 : loss : 0.114417, loss_weight: 0.000110, loss_haus: 0.044690, loss_seg: 0.146097, loss_dice: 0.100935
[13:14:45.841] iteration 445 : loss : 0.119134, loss_weight: 0.000110, loss_haus: 0.036107, loss_seg: 0.159085, loss_dice: 0.108224
[13:14:47.501] iteration 446 : loss : 0.181352, loss_weight: 0.000110, loss_haus: 0.044636, loss_seg: 0.163721, loss_dice: 0.167884
[13:14:49.190] iteration 447 : loss : 0.133952, loss_weight: 0.000110, loss_haus: 0.042555, loss_seg: 0.213940, loss_dice: 0.121108
[13:14:50.811] iteration 448 : loss : 0.103109, loss_weight: 0.000110, loss_haus: 0.039927, loss_seg: 0.116822, loss_dice: 0.091050
[13:14:52.458] iteration 449 : loss : 0.126296, loss_weight: 0.000110, loss_haus: 0.036882, loss_seg: 0.189888, loss_dice: 0.115147
[13:14:54.080] iteration 450 : loss : 0.140667, loss_weight: 0.000110, loss_haus: 0.055891, loss_seg: 0.169702, loss_dice: 0.123815
[13:14:55.748] iteration 451 : loss : 0.104515, loss_weight: 0.000139, loss_haus: 0.035626, loss_seg: 0.122557, loss_dice: 0.093716
[13:14:57.376] iteration 452 : loss : 0.128320, loss_weight: 0.000139, loss_haus: 0.034252, loss_seg: 0.121230, loss_dice: 0.117933
[13:14:58.990] iteration 453 : loss : 0.161811, loss_weight: 0.000139, loss_haus: 0.044225, loss_seg: 0.147645, loss_dice: 0.148431
[13:15:00.645] iteration 454 : loss : 0.286571, loss_weight: 0.000139, loss_haus: 0.051988, loss_seg: 0.278638, loss_dice: 0.270868
[13:15:02.273] iteration 455 : loss : 0.137723, loss_weight: 0.000139, loss_haus: 0.041104, loss_seg: 0.155905, loss_dice: 0.125280
[13:15:03.896] iteration 456 : loss : 0.144906, loss_weight: 0.000139, loss_haus: 0.041710, loss_seg: 0.127989, loss_dice: 0.132282
[13:15:06.159] iteration 457 : loss : 0.089445, loss_weight: 0.000139, loss_haus: 0.036474, loss_seg: 0.125392, loss_dice: 0.078393
[13:15:07.790] iteration 458 : loss : 0.164959, loss_weight: 0.000139, loss_haus: 0.047307, loss_seg: 0.190809, loss_dice: 0.150659
[13:15:09.429] iteration 459 : loss : 0.172674, loss_weight: 0.000139, loss_haus: 0.042533, loss_seg: 0.159175, loss_dice: 0.159807
[13:15:11.072] iteration 460 : loss : 0.238183, loss_weight: 0.000139, loss_haus: 0.054243, loss_seg: 0.325392, loss_dice: 0.221804
[13:15:12.743] iteration 461 : loss : 0.099377, loss_weight: 0.000139, loss_haus: 0.033810, loss_seg: 0.163016, loss_dice: 0.089126
[13:15:14.420] iteration 462 : loss : 0.144920, loss_weight: 0.000139, loss_haus: 0.044432, loss_seg: 0.206138, loss_dice: 0.131482
[13:15:16.075] iteration 463 : loss : 0.120992, loss_weight: 0.000139, loss_haus: 0.042026, loss_seg: 0.187186, loss_dice: 0.108277
[13:15:17.683] iteration 464 : loss : 0.145148, loss_weight: 0.000139, loss_haus: 0.048936, loss_seg: 0.125754, loss_dice: 0.130365
[13:15:19.293] iteration 465 : loss : 0.140508, loss_weight: 0.000139, loss_haus: 0.042972, loss_seg: 0.144373, loss_dice: 0.127513
[13:15:20.925] iteration 466 : loss : 0.106433, loss_weight: 0.000139, loss_haus: 0.036171, loss_seg: 0.094384, loss_dice: 0.095474
[13:15:22.554] iteration 467 : loss : 0.133964, loss_weight: 0.000139, loss_haus: 0.041270, loss_seg: 0.165792, loss_dice: 0.121481
[13:15:24.135] iteration 468 : loss : 0.271707, loss_weight: 0.000139, loss_haus: 0.060245, loss_seg: 0.354379, loss_dice: 0.253531
[13:15:26.396] iteration 469 : loss : 0.123467, loss_weight: 0.000139, loss_haus: 0.037683, loss_seg: 0.167605, loss_dice: 0.112058
[13:15:28.018] iteration 470 : loss : 0.194476, loss_weight: 0.000139, loss_haus: 0.041627, loss_seg: 0.178073, loss_dice: 0.181884
[13:15:29.660] iteration 471 : loss : 0.158549, loss_weight: 0.000139, loss_haus: 0.037114, loss_seg: 0.180018, loss_dice: 0.147317
[13:15:31.285] iteration 472 : loss : 0.108081, loss_weight: 0.000139, loss_haus: 0.034618, loss_seg: 0.116530, loss_dice: 0.097596
[13:15:32.906] iteration 473 : loss : 0.201835, loss_weight: 0.000139, loss_haus: 0.052642, loss_seg: 0.252087, loss_dice: 0.185940
[13:15:34.570] iteration 474 : loss : 0.116124, loss_weight: 0.000139, loss_haus: 0.042248, loss_seg: 0.164066, loss_dice: 0.103348
[13:15:36.195] iteration 475 : loss : 0.114633, loss_weight: 0.000139, loss_haus: 0.045868, loss_seg: 0.154349, loss_dice: 0.100772
[13:15:37.830] iteration 476 : loss : 0.107909, loss_weight: 0.000139, loss_haus: 0.041756, loss_seg: 0.102622, loss_dice: 0.095279
[13:15:39.462] iteration 477 : loss : 0.157645, loss_weight: 0.000139, loss_haus: 0.038917, loss_seg: 0.181175, loss_dice: 0.145863
[13:15:41.080] iteration 478 : loss : 0.123675, loss_weight: 0.000139, loss_haus: 0.042697, loss_seg: 0.161386, loss_dice: 0.110769
[13:15:42.770] iteration 479 : loss : 0.107255, loss_weight: 0.000139, loss_haus: 0.037136, loss_seg: 0.154484, loss_dice: 0.096009
[13:15:44.392] iteration 480 : loss : 0.085054, loss_weight: 0.000139, loss_haus: 0.037171, loss_seg: 0.106079, loss_dice: 0.073803
[13:15:46.593] iteration 481 : loss : 0.116433, loss_weight: 0.000139, loss_haus: 0.032439, loss_seg: 0.097260, loss_dice: 0.106587
[13:15:48.273] iteration 482 : loss : 0.098856, loss_weight: 0.000139, loss_haus: 0.032160, loss_seg: 0.149538, loss_dice: 0.089107
[13:15:49.934] iteration 483 : loss : 0.131927, loss_weight: 0.000139, loss_haus: 0.040282, loss_seg: 0.219873, loss_dice: 0.119738
[13:15:51.550] iteration 484 : loss : 0.088953, loss_weight: 0.000139, loss_haus: 0.035937, loss_seg: 0.144866, loss_dice: 0.078056
[13:15:53.160] iteration 485 : loss : 0.106747, loss_weight: 0.000139, loss_haus: 0.038180, loss_seg: 0.118509, loss_dice: 0.095195
[13:15:54.809] iteration 486 : loss : 0.143296, loss_weight: 0.000139, loss_haus: 0.046515, loss_seg: 0.194295, loss_dice: 0.129228
[13:15:56.389] iteration 487 : loss : 0.187759, loss_weight: 0.000139, loss_haus: 0.044243, loss_seg: 0.125428, loss_dice: 0.174365
[13:15:58.015] iteration 488 : loss : 0.124341, loss_weight: 0.000139, loss_haus: 0.039302, loss_seg: 0.127335, loss_dice: 0.112431
[13:15:59.642] iteration 489 : loss : 0.101647, loss_weight: 0.000139, loss_haus: 0.034451, loss_seg: 0.121080, loss_dice: 0.091199
[13:16:01.278] iteration 490 : loss : 0.124514, loss_weight: 0.000139, loss_haus: 0.037825, loss_seg: 0.146032, loss_dice: 0.113059
[13:16:02.905] iteration 491 : loss : 0.096568, loss_weight: 0.000139, loss_haus: 0.036612, loss_seg: 0.111395, loss_dice: 0.085477
[13:16:04.541] iteration 492 : loss : 0.121755, loss_weight: 0.000139, loss_haus: 0.042935, loss_seg: 0.096860, loss_dice: 0.108749
[13:16:06.854] iteration 493 : loss : 0.131912, loss_weight: 0.000139, loss_haus: 0.035638, loss_seg: 0.137853, loss_dice: 0.121096
[13:16:08.470] iteration 494 : loss : 0.119795, loss_weight: 0.000139, loss_haus: 0.038606, loss_seg: 0.140426, loss_dice: 0.108095
[13:16:10.124] iteration 495 : loss : 0.093888, loss_weight: 0.000139, loss_haus: 0.041314, loss_seg: 0.121376, loss_dice: 0.081392
[13:16:11.778] iteration 496 : loss : 0.120235, loss_weight: 0.000139, loss_haus: 0.032771, loss_seg: 0.143965, loss_dice: 0.110303
[13:16:13.368] iteration 497 : loss : 0.127187, loss_weight: 0.000139, loss_haus: 0.036499, loss_seg: 0.122198, loss_dice: 0.116153
[13:16:15.000] iteration 498 : loss : 0.123945, loss_weight: 0.000139, loss_haus: 0.040174, loss_seg: 0.138249, loss_dice: 0.111804
[13:16:16.641] iteration 499 : loss : 0.085548, loss_weight: 0.000139, loss_haus: 0.037821, loss_seg: 0.130067, loss_dice: 0.074116
[13:16:18.244] iteration 500 : loss : 0.157884, loss_weight: 0.000139, loss_haus: 0.034826, loss_seg: 0.130131, loss_dice: 0.147359
[13:16:19.912] iteration 501 : loss : 0.106735, loss_weight: 0.000139, loss_haus: 0.040780, loss_seg: 0.165090, loss_dice: 0.094426
[13:16:21.539] iteration 502 : loss : 0.115073, loss_weight: 0.000139, loss_haus: 0.039488, loss_seg: 0.114884, loss_dice: 0.103155
[13:16:23.155] iteration 503 : loss : 0.299278, loss_weight: 0.000139, loss_haus: 0.055452, loss_seg: 0.175588, loss_dice: 0.282573
[13:16:24.819] iteration 504 : loss : 0.107553, loss_weight: 0.000139, loss_haus: 0.040639, loss_seg: 0.136954, loss_dice: 0.095293
[13:16:27.085] iteration 505 : loss : 0.113293, loss_weight: 0.000139, loss_haus: 0.038435, loss_seg: 0.133760, loss_dice: 0.101693
[13:16:28.735] iteration 506 : loss : 0.139446, loss_weight: 0.000139, loss_haus: 0.038383, loss_seg: 0.140294, loss_dice: 0.127858
[13:16:30.357] iteration 507 : loss : 0.110992, loss_weight: 0.000139, loss_haus: 0.035601, loss_seg: 0.120192, loss_dice: 0.100231
[13:16:32.004] iteration 508 : loss : 0.117913, loss_weight: 0.000139, loss_haus: 0.050131, loss_seg: 0.140844, loss_dice: 0.102791
[13:16:33.611] iteration 509 : loss : 0.135116, loss_weight: 0.000139, loss_haus: 0.044445, loss_seg: 0.138069, loss_dice: 0.121695
[13:16:35.233] iteration 510 : loss : 0.175774, loss_weight: 0.000139, loss_haus: 0.044382, loss_seg: 0.124565, loss_dice: 0.162372
[13:16:36.841] iteration 511 : loss : 0.114729, loss_weight: 0.000139, loss_haus: 0.032907, loss_seg: 0.091583, loss_dice: 0.104769
[13:16:38.456] iteration 512 : loss : 0.148794, loss_weight: 0.000139, loss_haus: 0.048897, loss_seg: 0.147880, loss_dice: 0.134030
[13:16:40.089] iteration 513 : loss : 0.133580, loss_weight: 0.000139, loss_haus: 0.059427, loss_seg: 0.175780, loss_dice: 0.115659
[13:16:41.718] iteration 514 : loss : 0.182064, loss_weight: 0.000139, loss_haus: 0.040066, loss_seg: 0.191133, loss_dice: 0.169949
[13:16:43.359] iteration 515 : loss : 0.109835, loss_weight: 0.000139, loss_haus: 0.043453, loss_seg: 0.193843, loss_dice: 0.096698
[13:16:45.004] iteration 516 : loss : 0.135695, loss_weight: 0.000139, loss_haus: 0.042730, loss_seg: 0.166485, loss_dice: 0.122773
[13:16:47.288] iteration 517 : loss : 0.124213, loss_weight: 0.000139, loss_haus: 0.036400, loss_seg: 0.109858, loss_dice: 0.113182
[13:16:48.926] iteration 518 : loss : 0.231875, loss_weight: 0.000139, loss_haus: 0.045688, loss_seg: 0.130747, loss_dice: 0.218063
[13:16:50.530] iteration 519 : loss : 0.083059, loss_weight: 0.000139, loss_haus: 0.038474, loss_seg: 0.093927, loss_dice: 0.071404
[13:16:52.177] iteration 520 : loss : 0.094245, loss_weight: 0.000139, loss_haus: 0.038974, loss_seg: 0.136927, loss_dice: 0.082430
[13:16:53.788] iteration 521 : loss : 0.095785, loss_weight: 0.000139, loss_haus: 0.035701, loss_seg: 0.120592, loss_dice: 0.084962
[13:16:55.441] iteration 522 : loss : 0.129769, loss_weight: 0.000139, loss_haus: 0.054360, loss_seg: 0.225100, loss_dice: 0.113342
[13:16:57.038] iteration 523 : loss : 0.118992, loss_weight: 0.000139, loss_haus: 0.040349, loss_seg: 0.114363, loss_dice: 0.106773
[13:16:58.651] iteration 524 : loss : 0.141733, loss_weight: 0.000139, loss_haus: 0.045872, loss_seg: 0.098247, loss_dice: 0.127848
[13:17:00.264] iteration 525 : loss : 0.188980, loss_weight: 0.000139, loss_haus: 0.063479, loss_seg: 0.198751, loss_dice: 0.169813
[13:17:01.930] iteration 526 : loss : 0.129088, loss_weight: 0.000139, loss_haus: 0.034234, loss_seg: 0.128522, loss_dice: 0.118706
[13:17:03.545] iteration 527 : loss : 0.136247, loss_weight: 0.000139, loss_haus: 0.049315, loss_seg: 0.136944, loss_dice: 0.121301
[13:17:05.177] iteration 528 : loss : 0.170583, loss_weight: 0.000139, loss_haus: 0.052597, loss_seg: 0.147718, loss_dice: 0.154691
[13:17:07.442] iteration 529 : loss : 0.090206, loss_weight: 0.000139, loss_haus: 0.039853, loss_seg: 0.125449, loss_dice: 0.078148
[13:17:09.133] iteration 530 : loss : 0.137626, loss_weight: 0.000139, loss_haus: 0.040363, loss_seg: 0.144063, loss_dice: 0.125420
[13:17:10.780] iteration 531 : loss : 0.130496, loss_weight: 0.000139, loss_haus: 0.043116, loss_seg: 0.147304, loss_dice: 0.117464
[13:17:12.424] iteration 532 : loss : 0.087710, loss_weight: 0.000139, loss_haus: 0.055313, loss_seg: 0.120132, loss_dice: 0.071029
[13:17:14.094] iteration 533 : loss : 0.121296, loss_weight: 0.000139, loss_haus: 0.039018, loss_seg: 0.153062, loss_dice: 0.109503
[13:17:15.704] iteration 534 : loss : 0.243861, loss_weight: 0.000139, loss_haus: 0.055712, loss_seg: 0.191608, loss_dice: 0.227063
[13:17:17.334] iteration 535 : loss : 0.176389, loss_weight: 0.000139, loss_haus: 0.037288, loss_seg: 0.144932, loss_dice: 0.165116
[13:17:18.977] iteration 536 : loss : 0.081981, loss_weight: 0.000139, loss_haus: 0.044985, loss_seg: 0.136593, loss_dice: 0.068398
[13:17:20.581] iteration 537 : loss : 0.096742, loss_weight: 0.000139, loss_haus: 0.036895, loss_seg: 0.100568, loss_dice: 0.085586
[13:17:22.237] iteration 538 : loss : 0.095992, loss_weight: 0.000139, loss_haus: 0.041297, loss_seg: 0.189590, loss_dice: 0.083516
[13:17:23.854] iteration 539 : loss : 0.124255, loss_weight: 0.000139, loss_haus: 0.035195, loss_seg: 0.101828, loss_dice: 0.113610
[13:17:25.457] iteration 540 : loss : 0.263009, loss_weight: 0.000139, loss_haus: 0.055990, loss_seg: 0.203525, loss_dice: 0.246126
[13:17:27.735] iteration 541 : loss : 0.100939, loss_weight: 0.000139, loss_haus: 0.036148, loss_seg: 0.125993, loss_dice: 0.090004
[13:17:29.388] iteration 542 : loss : 0.131450, loss_weight: 0.000139, loss_haus: 0.055688, loss_seg: 0.146492, loss_dice: 0.114653
[13:17:31.031] iteration 543 : loss : 0.197779, loss_weight: 0.000139, loss_haus: 0.046297, loss_seg: 0.263943, loss_dice: 0.183798
[13:17:32.706] iteration 544 : loss : 0.107504, loss_weight: 0.000139, loss_haus: 0.042973, loss_seg: 0.171205, loss_dice: 0.094521
[13:17:34.322] iteration 545 : loss : 0.216835, loss_weight: 0.000139, loss_haus: 0.048962, loss_seg: 0.234513, loss_dice: 0.202042
[13:17:35.965] iteration 546 : loss : 0.145937, loss_weight: 0.000139, loss_haus: 0.041547, loss_seg: 0.107934, loss_dice: 0.133373
[13:17:37.613] iteration 547 : loss : 0.131740, loss_weight: 0.000139, loss_haus: 0.052891, loss_seg: 0.191988, loss_dice: 0.115759
[13:17:39.267] iteration 548 : loss : 0.131243, loss_weight: 0.000139, loss_haus: 0.045077, loss_seg: 0.160295, loss_dice: 0.117617
[13:17:40.908] iteration 549 : loss : 0.181156, loss_weight: 0.000139, loss_haus: 0.038942, loss_seg: 0.148133, loss_dice: 0.169342
[13:17:42.539] iteration 550 : loss : 0.129568, loss_weight: 0.000139, loss_haus: 0.043303, loss_seg: 0.145167, loss_dice: 0.116461
[13:17:44.175] iteration 551 : loss : 0.125549, loss_weight: 0.000139, loss_haus: 0.046030, loss_seg: 0.181294, loss_dice: 0.111618
[13:17:45.798] iteration 552 : loss : 0.090561, loss_weight: 0.000139, loss_haus: 0.050981, loss_seg: 0.086424, loss_dice: 0.075144
[13:17:48.115] iteration 553 : loss : 0.146177, loss_weight: 0.000139, loss_haus: 0.043797, loss_seg: 0.169608, loss_dice: 0.132926
[13:17:49.756] iteration 554 : loss : 0.265890, loss_weight: 0.000139, loss_haus: 0.048145, loss_seg: 0.190428, loss_dice: 0.251331
[13:17:51.396] iteration 555 : loss : 0.101394, loss_weight: 0.000139, loss_haus: 0.043244, loss_seg: 0.092472, loss_dice: 0.088313
[13:17:53.048] iteration 556 : loss : 0.111320, loss_weight: 0.000139, loss_haus: 0.036075, loss_seg: 0.098360, loss_dice: 0.100390
[13:17:54.717] iteration 557 : loss : 0.129454, loss_weight: 0.000139, loss_haus: 0.051194, loss_seg: 0.184591, loss_dice: 0.113995
[13:17:56.349] iteration 558 : loss : 0.320420, loss_weight: 0.000139, loss_haus: 0.057568, loss_seg: 0.151002, loss_dice: 0.303056
[13:17:57.963] iteration 559 : loss : 0.111542, loss_weight: 0.000139, loss_haus: 0.043490, loss_seg: 0.121085, loss_dice: 0.098402
[13:17:59.630] iteration 560 : loss : 0.528202, loss_weight: 0.000139, loss_haus: 0.082100, loss_seg: 0.355698, loss_dice: 0.503472
[13:18:01.284] iteration 561 : loss : 0.122687, loss_weight: 0.000139, loss_haus: 0.040683, loss_seg: 0.152993, loss_dice: 0.110389
[13:18:02.914] iteration 562 : loss : 0.153385, loss_weight: 0.000139, loss_haus: 0.040515, loss_seg: 0.140218, loss_dice: 0.141133
[13:18:04.586] iteration 563 : loss : 0.097842, loss_weight: 0.000139, loss_haus: 0.041877, loss_seg: 0.137958, loss_dice: 0.085179
[13:18:06.222] iteration 564 : loss : 0.091008, loss_weight: 0.000139, loss_haus: 0.034653, loss_seg: 0.105746, loss_dice: 0.080512
[13:18:08.454] iteration 565 : loss : 0.156177, loss_weight: 0.000139, loss_haus: 0.049650, loss_seg: 0.149809, loss_dice: 0.141181
[13:18:10.097] iteration 566 : loss : 0.117488, loss_weight: 0.000139, loss_haus: 0.049861, loss_seg: 0.125284, loss_dice: 0.102433
[13:18:11.723] iteration 567 : loss : 0.163530, loss_weight: 0.000139, loss_haus: 0.045477, loss_seg: 0.167084, loss_dice: 0.149790
[13:18:13.340] iteration 568 : loss : 0.094144, loss_weight: 0.000139, loss_haus: 0.036049, loss_seg: 0.168621, loss_dice: 0.083212
[13:18:14.985] iteration 569 : loss : 0.127355, loss_weight: 0.000139, loss_haus: 0.050340, loss_seg: 0.208787, loss_dice: 0.112150
[13:18:16.634] iteration 570 : loss : 0.145080, loss_weight: 0.000139, loss_haus: 0.043261, loss_seg: 0.190627, loss_dice: 0.131997
[13:18:18.291] iteration 571 : loss : 0.087022, loss_weight: 0.000139, loss_haus: 0.036013, loss_seg: 0.100414, loss_dice: 0.076097
[13:18:19.918] iteration 572 : loss : 0.175494, loss_weight: 0.000139, loss_haus: 0.034761, loss_seg: 0.185630, loss_dice: 0.164958
[13:18:21.551] iteration 573 : loss : 0.185875, loss_weight: 0.000139, loss_haus: 0.045668, loss_seg: 0.218303, loss_dice: 0.172072
[13:18:23.181] iteration 574 : loss : 0.138739, loss_weight: 0.000139, loss_haus: 0.046258, loss_seg: 0.195502, loss_dice: 0.124752
[13:18:24.816] iteration 575 : loss : 0.146934, loss_weight: 0.000139, loss_haus: 0.047548, loss_seg: 0.157637, loss_dice: 0.132577
[13:18:26.446] iteration 576 : loss : 0.227208, loss_weight: 0.000139, loss_haus: 0.051541, loss_seg: 0.115558, loss_dice: 0.211647
[13:18:28.796] iteration 577 : loss : 0.112726, loss_weight: 0.000139, loss_haus: 0.038091, loss_seg: 0.177719, loss_dice: 0.101196
[13:18:30.425] iteration 578 : loss : 0.183516, loss_weight: 0.000139, loss_haus: 0.046590, loss_seg: 0.170912, loss_dice: 0.169433
[13:18:32.077] iteration 579 : loss : 0.136755, loss_weight: 0.000139, loss_haus: 0.041014, loss_seg: 0.133537, loss_dice: 0.124345
[13:18:33.709] iteration 580 : loss : 0.089074, loss_weight: 0.000139, loss_haus: 0.035135, loss_seg: 0.078203, loss_dice: 0.078444
[13:18:35.357] iteration 581 : loss : 0.091504, loss_weight: 0.000139, loss_haus: 0.039446, loss_seg: 0.140367, loss_dice: 0.079545
[13:18:37.021] iteration 582 : loss : 0.110800, loss_weight: 0.000139, loss_haus: 0.040700, loss_seg: 0.108080, loss_dice: 0.098469
[13:18:38.653] iteration 583 : loss : 0.198232, loss_weight: 0.000139, loss_haus: 0.055771, loss_seg: 0.188610, loss_dice: 0.181383
[13:18:40.282] iteration 584 : loss : 0.083825, loss_weight: 0.000139, loss_haus: 0.037390, loss_seg: 0.081000, loss_dice: 0.072483
[13:18:41.914] iteration 585 : loss : 0.185778, loss_weight: 0.000139, loss_haus: 0.039768, loss_seg: 0.178883, loss_dice: 0.173725
[13:18:43.517] iteration 586 : loss : 0.079353, loss_weight: 0.000139, loss_haus: 0.038014, loss_seg: 0.101735, loss_dice: 0.067852
[13:18:45.148] iteration 587 : loss : 0.089761, loss_weight: 0.000139, loss_haus: 0.032856, loss_seg: 0.088287, loss_dice: 0.079765
[13:18:46.798] iteration 588 : loss : 0.129827, loss_weight: 0.000139, loss_haus: 0.039843, loss_seg: 0.132783, loss_dice: 0.117778
[13:18:49.041] iteration 589 : loss : 0.153585, loss_weight: 0.000139, loss_haus: 0.052992, loss_seg: 0.177432, loss_dice: 0.137603
[13:18:50.660] iteration 590 : loss : 0.243216, loss_weight: 0.000139, loss_haus: 0.048521, loss_seg: 0.163700, loss_dice: 0.228562
[13:18:52.307] iteration 591 : loss : 0.132058, loss_weight: 0.000139, loss_haus: 0.049702, loss_seg: 0.152796, loss_dice: 0.117041
[13:18:53.962] iteration 592 : loss : 0.162130, loss_weight: 0.000139, loss_haus: 0.045574, loss_seg: 0.115004, loss_dice: 0.148351
[13:18:55.570] iteration 593 : loss : 0.131059, loss_weight: 0.000139, loss_haus: 0.041285, loss_seg: 0.150074, loss_dice: 0.118581
[13:18:57.225] iteration 594 : loss : 0.101525, loss_weight: 0.000139, loss_haus: 0.035712, loss_seg: 0.131478, loss_dice: 0.090708
[13:18:58.855] iteration 595 : loss : 0.091870, loss_weight: 0.000139, loss_haus: 0.031458, loss_seg: 0.104240, loss_dice: 0.082331
[13:19:00.515] iteration 596 : loss : 0.105871, loss_weight: 0.000139, loss_haus: 0.038839, loss_seg: 0.123033, loss_dice: 0.094128
[13:19:02.144] iteration 597 : loss : 0.177737, loss_weight: 0.000139, loss_haus: 0.042375, loss_seg: 0.272899, loss_dice: 0.164936
[13:19:03.755] iteration 598 : loss : 0.098539, loss_weight: 0.000139, loss_haus: 0.039805, loss_seg: 0.076341, loss_dice: 0.086497
[13:19:05.375] iteration 599 : loss : 0.074182, loss_weight: 0.000139, loss_haus: 0.037093, loss_seg: 0.076970, loss_dice: 0.062950
[13:19:06.998] iteration 600 : loss : 0.096123, loss_weight: 0.000139, loss_haus: 0.044422, loss_seg: 0.095181, loss_dice: 0.082680
[13:19:09.329] iteration 601 : loss : 0.118169, loss_weight: 0.000174, loss_haus: 0.030673, loss_seg: 0.139081, loss_dice: 0.108838
[13:19:10.956] iteration 602 : loss : 0.115288, loss_weight: 0.000174, loss_haus: 0.039571, loss_seg: 0.096645, loss_dice: 0.103260
[13:19:12.586] iteration 603 : loss : 0.104313, loss_weight: 0.000174, loss_haus: 0.044761, loss_seg: 0.097745, loss_dice: 0.090805
[13:19:14.226] iteration 604 : loss : 0.132953, loss_weight: 0.000174, loss_haus: 0.033129, loss_seg: 0.128223, loss_dice: 0.122869
[13:19:15.835] iteration 605 : loss : 0.120640, loss_weight: 0.000174, loss_haus: 0.036931, loss_seg: 0.111433, loss_dice: 0.109427
[13:19:17.502] iteration 606 : loss : 0.130004, loss_weight: 0.000174, loss_haus: 0.041204, loss_seg: 0.091481, loss_dice: 0.117461
[13:19:19.197] iteration 607 : loss : 0.084374, loss_weight: 0.000174, loss_haus: 0.029609, loss_seg: 0.122513, loss_dice: 0.075274
[13:19:20.839] iteration 608 : loss : 0.087492, loss_weight: 0.000174, loss_haus: 0.043293, loss_seg: 0.117436, loss_dice: 0.074267
[13:19:22.470] iteration 609 : loss : 0.170587, loss_weight: 0.000174, loss_haus: 0.050609, loss_seg: 0.208112, loss_dice: 0.155210
[13:19:24.139] iteration 610 : loss : 0.110001, loss_weight: 0.000174, loss_haus: 0.042016, loss_seg: 0.104489, loss_dice: 0.097214
[13:19:25.750] iteration 611 : loss : 0.104515, loss_weight: 0.000174, loss_haus: 0.040664, loss_seg: 0.140168, loss_dice: 0.092170
[13:19:27.379] iteration 612 : loss : 0.088408, loss_weight: 0.000174, loss_haus: 0.039423, loss_seg: 0.100069, loss_dice: 0.076436
[13:19:29.643] iteration 613 : loss : 0.101598, loss_weight: 0.000174, loss_haus: 0.037264, loss_seg: 0.115659, loss_dice: 0.090298
[13:19:31.313] iteration 614 : loss : 0.084353, loss_weight: 0.000174, loss_haus: 0.034219, loss_seg: 0.109271, loss_dice: 0.073960
[13:19:32.975] iteration 615 : loss : 0.078242, loss_weight: 0.000174, loss_haus: 0.037160, loss_seg: 0.107590, loss_dice: 0.066938
[13:19:34.660] iteration 616 : loss : 0.086583, loss_weight: 0.000174, loss_haus: 0.040546, loss_seg: 0.118919, loss_dice: 0.074287
[13:19:36.333] iteration 617 : loss : 0.078050, loss_weight: 0.000174, loss_haus: 0.035655, loss_seg: 0.092324, loss_dice: 0.067201
[13:19:37.941] iteration 618 : loss : 0.124714, loss_weight: 0.000174, loss_haus: 0.032240, loss_seg: 0.087864, loss_dice: 0.114894
[13:19:39.573] iteration 619 : loss : 0.124865, loss_weight: 0.000174, loss_haus: 0.037357, loss_seg: 0.116725, loss_dice: 0.113492
[13:19:41.210] iteration 620 : loss : 0.108080, loss_weight: 0.000174, loss_haus: 0.035967, loss_seg: 0.147477, loss_dice: 0.097131
[13:19:42.828] iteration 621 : loss : 0.116985, loss_weight: 0.000174, loss_haus: 0.041461, loss_seg: 0.102484, loss_dice: 0.104403
[13:19:44.459] iteration 622 : loss : 0.069415, loss_weight: 0.000174, loss_haus: 0.039633, loss_seg: 0.069505, loss_dice: 0.057382
[13:19:46.053] iteration 623 : loss : 0.171122, loss_weight: 0.000174, loss_haus: 0.040264, loss_seg: 0.144045, loss_dice: 0.158910
[13:19:47.733] iteration 624 : loss : 0.142144, loss_weight: 0.000174, loss_haus: 0.075393, loss_seg: 0.169541, loss_dice: 0.119367
[13:19:50.013] iteration 625 : loss : 0.087077, loss_weight: 0.000174, loss_haus: 0.035213, loss_seg: 0.147248, loss_dice: 0.076373
[13:19:51.650] iteration 626 : loss : 0.081874, loss_weight: 0.000174, loss_haus: 0.031457, loss_seg: 0.109629, loss_dice: 0.072288
